%  columns="iteration, evaluation, sigma, max axis length, min axis length, all principal axes lengths (sorted square roots of eigenvalues of C)" (startseed=210461, 2015/05/9 19:27:29.62)
159 1909 2.831270e+00 1.130375e+00 4.204456e-05 4.204456e-05 2.893684e-04 3.055062e-04 3.246280e-04 3.826574e-04 3.968828e-04 4.236564e-04 4.796472e-04 1.181758e-03 5.953419e-03 6.743292e-03 1.409287e-02 5.458950e-02 9.525502e-02 3.326130e-01 4.118033e-01 6.445339e-01 1.130375e+00 
160 1921 2.790717e+00 1.126222e+00 4.136295e-05 4.136295e-05 2.875530e-04 3.030526e-04 3.229820e-04 3.815605e-04 3.941368e-04 4.253432e-04 4.776564e-04 1.174392e-03 5.871739e-03 6.707263e-03 1.397589e-02 5.538837e-02 9.499752e-02 3.327174e-01 4.126488e-01 6.430980e-01 1.126222e+00 
161 1933 2.671682e+00 1.122596e+00 4.094702e-05 4.094702e-05 2.863556e-04 3.017380e-04 3.219920e-04 3.747395e-04 3.948229e-04 4.222403e-04 4.802836e-04 1.178377e-03 5.825555e-03 6.675173e-03 1.390469e-02 5.545897e-02 9.408889e-02 3.309709e-01 4.108693e-01 6.413560e-01 1.122596e+00 
162 1945 2.551496e+00 1.124056e+00 4.010441e-05 4.010441e-05 2.844198e-04 2.997220e-04 3.217288e-04 3.758962e-04 3.927699e-04 4.225509e-04 4.826572e-04 1.173168e-03 5.828173e-03 6.695802e-03 1.384925e-02 5.588756e-02 9.368953e-02 3.321303e-01 4.090850e-01 6.418958e-01 1.124056e+00 
163 1957 2.468000e+00 1.122772e+00 3.922308e-05 3.922308e-05 2.850374e-04 2.960800e-04 3.200279e-04 3.777059e-04 3.861359e-04 4.211659e-04 4.801175e-04 1.169263e-03 5.825981e-03 6.625415e-03 1.369597e-02 5.649197e-02 9.394532e-02 3.328219e-01 4.058425e-01 6.443272e-01 1.122772e+00 
164 1969 2.470380e+00 1.124676e+00 3.861376e-05 3.861376e-05 2.848289e-04 2.942127e-04 3.220202e-04 3.749703e-04 3.932431e-04 4.229829e-04 4.788437e-04 1.165284e-03 5.781787e-03 6.690188e-03 1.371567e-02 5.685677e-02 9.372647e-02 3.321916e-01 4.049011e-01 6.435730e-01 1.124676e+00 
165 1981 2.512195e+00 1.118394e+00 3.773525e-05 3.773525e-05 2.871946e-04 2.932761e-04 3.219064e-04 3.737533e-04 3.945592e-04 4.219282e-04 4.757385e-04 1.162341e-03 5.762429e-03 6.709590e-03 1.364960e-02 5.703498e-02 9.602409e-02 3.321245e-01 4.041498e-01 6.416617e-01 1.118394e+00 
166 1993 2.516939e+00 1.107994e+00 3.717345e-05 3.717345e-05 2.872097e-04 2.913765e-04 3.205347e-04 3.723877e-04 3.913542e-04 4.228696e-04 4.819167e-04 1.146840e-03 5.766982e-03 6.745509e-03 1.394574e-02 5.763197e-02 9.648761e-02 3.310995e-01 4.045555e-01 6.423557e-01 1.107994e+00 
167 2005 2.549226e+00 1.129254e+00 3.694611e-05 3.694611e-05 2.871243e-04 2.912515e-04 3.186360e-04 3.711508e-04 3.889245e-04 4.205879e-04 4.847834e-04 1.146024e-03 5.745748e-03 6.661903e-03 1.390020e-02 5.795192e-02 9.566330e-02 3.300524e-01 4.090645e-01 6.436014e-01 1.129254e+00 
168 2017 2.526302e+00 1.141019e+00 3.613822e-05 3.613822e-05 2.856289e-04 2.909438e-04 3.172720e-04 3.684776e-04 3.870224e-04 4.198805e-04 4.798254e-04 1.148137e-03 5.756914e-03 6.517201e-03 1.388490e-02 5.856273e-02 9.561634e-02 3.292849e-01 4.099920e-01 6.405415e-01 1.141019e+00 
169 2029 2.563408e+00 1.152350e+00 3.582171e-05 3.582171e-05 2.828323e-04 2.921427e-04 3.144036e-04 3.669914e-04 3.847838e-04 4.205600e-04 4.782998e-04 1.148558e-03 5.668024e-03 6.473960e-03 1.384311e-02 5.860710e-02 9.743088e-02 3.312134e-01 4.100563e-01 6.403822e-01 1.152350e+00 
170 2041 2.632621e+00 1.167299e+00 3.539406e-05 3.539406e-05 2.840442e-04 2.904844e-04 3.142235e-04 3.642886e-04 3.848855e-04 4.159590e-04 4.764376e-04 1.157681e-03 5.624660e-03 6.451903e-03 1.378552e-02 5.892143e-02 9.719592e-02 3.296191e-01 4.178447e-01 6.396609e-01 1.167299e+00 
171 2053 2.648628e+00 1.179709e+00 3.474507e-05 3.474507e-05 2.841368e-04 2.895932e-04 3.180035e-04 3.631672e-04 3.817039e-04 4.125672e-04 4.734091e-04 1.165351e-03 5.614667e-03 6.398116e-03 1.381303e-02 5.867497e-02 9.743832e-02 3.291485e-01 4.160334e-01 6.286600e-01 1.179709e+00 
172 2065 2.757258e+00 1.197027e+00 3.439210e-05 3.439210e-05 2.832332e-04 2.872593e-04 3.184874e-04 3.674655e-04 3.759938e-04 4.109453e-04 4.718797e-04 1.143813e-03 5.566289e-03 6.369558e-03 1.371255e-02 5.937991e-02 9.795478e-02 3.350467e-01 4.135197e-01 6.255405e-01 1.197027e+00 
173 2077 2.666870e+00 1.202133e+00 3.395856e-05 3.395856e-05 2.814232e-04 2.889514e-04 3.144499e-04 3.666333e-04 3.730588e-04 4.154359e-04 4.688118e-04 1.138516e-03 5.525572e-03 6.378486e-03 1.358326e-02 5.949413e-02 9.772632e-02 3.357134e-01 4.136241e-01 6.318575e-01 1.202133e+00 
174 2089 2.592440e+00 1.212053e+00 3.360110e-05 3.360110e-05 2.765573e-04 2.874997e-04 3.113982e-04 3.651120e-04 3.677382e-04 4.140425e-04 4.704875e-04 1.154085e-03 5.497339e-03 6.348163e-03 1.353322e-02 5.938565e-02 9.676547e-02 3.356704e-01 4.182243e-01 6.259117e-01 1.212053e+00 
175 2101 2.577941e+00 1.214627e+00 3.283090e-05 3.283090e-05 2.771896e-04 2.899188e-04 3.131231e-04 3.621598e-04 3.665160e-04 4.159415e-04 4.673349e-04 1.148477e-03 5.458637e-03 6.338192e-03 1.350452e-02 6.064326e-02 9.602801e-02 3.347423e-01 4.175670e-01 6.279539e-01 1.214627e+00 
176 2113 2.593701e+00 1.217693e+00 3.246644e-05 3.246644e-05 2.760530e-04 2.908145e-04 3.127375e-04 3.615548e-04 3.696833e-04 4.170194e-04 4.645833e-04 1.138448e-03 5.369376e-03 6.348778e-03 1.337473e-02 6.053065e-02 9.436747e-02 3.312612e-01 4.214532e-01 6.257284e-01 1.217693e+00 
177 2125 2.523021e+00 1.228489e+00 3.206285e-05 3.206285e-05 2.742671e-04 2.898527e-04 3.115495e-04 3.600364e-04 3.718865e-04 4.165834e-04 4.621032e-04 1.136422e-03 5.336011e-03 6.343674e-03 1.328127e-02 6.060633e-02 9.430540e-02 3.306299e-01 4.215298e-01 6.218726e-01 1.228489e+00 
178 2137 2.505347e+00 1.222811e+00 3.117536e-05 3.117536e-05 2.750922e-04 2.895345e-04 3.105474e-04 3.547409e-04 3.694440e-04 4.141392e-04 4.616608e-04 1.146705e-03 5.316627e-03 6.379104e-03 1.338029e-02 6.045897e-02 9.392336e-02 3.326308e-01 4.190447e-01 6.209982e-01 1.222811e+00 
179 2149 2.484182e+00 1.215162e+00 3.058812e-05 3.058812e-05 2.735072e-04 2.876592e-04 3.093904e-04 3.561927e-04 3.677022e-04 4.130779e-04 4.567851e-04 1.143749e-03 5.249198e-03 6.443032e-03 1.333819e-02 6.025249e-02 9.281365e-02 3.320758e-01 4.163650e-01 6.264272e-01 1.215162e+00 
180 2161 2.508188e+00 1.232483e+00 3.026299e-05 3.026299e-05 2.721136e-04 2.875751e-04 3.111812e-04 3.568396e-04 3.677766e-04 4.118661e-04 4.556754e-04 1.137106e-03 5.217847e-03 6.444748e-03 1.329111e-02 6.030224e-02 9.243762e-02 3.305955e-01 4.189114e-01 6.233748e-01 1.232483e+00 
181 2173 2.503595e+00 1.229912e+00 2.974502e-05 2.974502e-05 2.725517e-04 2.865023e-04 3.104854e-04 3.557030e-04 3.654715e-04 4.125560e-04 4.565690e-04 1.126742e-03 5.175737e-03 6.498309e-03 1.318736e-02 6.082613e-02 9.236634e-02 3.290326e-01 4.206949e-01 6.226832e-01 1.229912e+00 
182 2185 2.536492e+00 1.238693e+00 2.910018e-05 2.910018e-05 2.724565e-04 2.859241e-04 3.116153e-04 3.539739e-04 3.628482e-04 4.164704e-04 4.560673e-04 1.119991e-03 5.137385e-03 6.504196e-03 1.318448e-02 6.101688e-02 9.263088e-02 3.261241e-01 4.233143e-01 6.187728e-01 1.238693e+00 
183 2197 2.598412e+00 1.241801e+00 2.887382e-05 2.887382e-05 2.706618e-04 2.858320e-04 3.108411e-04 3.534804e-04 3.597515e-04 4.154565e-04 4.571039e-04 1.127112e-03 5.106198e-03 6.481158e-03 1.313614e-02 6.083005e-02 9.361488e-02 3.263475e-01 4.234018e-01 6.236013e-01 1.241801e+00 
184 2209 2.710825e+00 1.249958e+00 2.855225e-05 2.855225e-05 2.701602e-04 2.863295e-04 3.115344e-04 3.512584e-04 3.591170e-04 4.180167e-04 4.686909e-04 1.122100e-03 5.035489e-03 6.464751e-03 1.307518e-02 6.087078e-02 9.320884e-02 3.270368e-01 4.239396e-01 6.328294e-01 1.249958e+00 
185 2221 2.783944e+00 1.252848e+00 2.839299e-05 2.839299e-05 2.684177e-04 2.851507e-04 3.131225e-04 3.459573e-04 3.596126e-04 4.138716e-04 4.709750e-04 1.127568e-03 4.953014e-03 6.489873e-03 1.297332e-02 6.114904e-02 9.314597e-02 3.283087e-01 4.301335e-01 6.324042e-01 1.252848e+00 
186 2233 2.536602e+00 1.255391e+00 2.803426e-05 2.803426e-05 2.645064e-04 2.838136e-04 3.151766e-04 3.444650e-04 3.586588e-04 4.141894e-04 4.718864e-04 1.124422e-03 4.896745e-03 6.510681e-03 1.294891e-02 6.063867e-02 9.285911e-02 3.276655e-01 4.344553e-01 6.300165e-01 1.255391e+00 
187 2245 2.471528e+00 1.257804e+00 2.729661e-05 2.729661e-05 2.624627e-04 2.795586e-04 3.134548e-04 3.447479e-04 3.585744e-04 4.124600e-04 4.686609e-04 1.132702e-03 4.833991e-03 6.502696e-03 1.288218e-02 6.060802e-02 9.428285e-02 3.294329e-01 4.335183e-01 6.353276e-01 1.257804e+00 
188 2257 2.415425e+00 1.270776e+00 2.693121e-05 2.693121e-05 2.600591e-04 2.798586e-04 3.116993e-04 3.455986e-04 3.594151e-04 4.134048e-04 4.695705e-04 1.132290e-03 4.766979e-03 6.505348e-03 1.277573e-02 6.059320e-02 9.493517e-02 3.301208e-01 4.517288e-01 6.292121e-01 1.270776e+00 
189 2269 2.241404e+00 1.264732e+00 2.644847e-05 2.644847e-05 2.582482e-04 2.787140e-04 3.095123e-04 3.471551e-04 3.569433e-04 4.102098e-04 4.680937e-04 1.121527e-03 4.739763e-03 6.481828e-03 1.273243e-02 6.024617e-02 9.539407e-02 3.306543e-01 4.541145e-01 6.239465e-01 1.264732e+00 
190 2281 2.132153e+00 1.252564e+00 2.600038e-05 2.600038e-05 2.564666e-04 2.805232e-04 3.081435e-04 3.372997e-04 3.566351e-04 4.114897e-04 4.689711e-04 1.114795e-03 4.705744e-03 6.414271e-03 1.270284e-02 6.020648e-02 9.533420e-02 3.320104e-01 4.543812e-01 6.264319e-01 1.252564e+00 
191 2293 2.025430e+00 1.257387e+00 2.565729e-05 2.565729e-05 2.523485e-04 2.796427e-04 3.067410e-04 3.358418e-04 3.562001e-04 4.083478e-04 4.695730e-04 1.111760e-03 4.669108e-03 6.362080e-03 1.269757e-02 5.994495e-02 9.669115e-02 3.282776e-01 4.581112e-01 6.242798e-01 1.257387e+00 
192 2305 1.887938e+00 1.253005e+00 2.510218e-05 2.510218e-05 2.518822e-04 2.791229e-04 3.046581e-04 3.338246e-04 3.547113e-04 4.036431e-04 4.669328e-04 1.111444e-03 4.647707e-03 6.388138e-03 1.279345e-02 5.946632e-02 9.722253e-02 3.268650e-01 4.569685e-01 6.200199e-01 1.253005e+00 
193 2317 1.801862e+00 1.254847e+00 2.471499e-05 2.471499e-05 2.516117e-04 2.790457e-04 3.058299e-04 3.334866e-04 3.527606e-04 4.027750e-04 4.654588e-04 1.103273e-03 4.598957e-03 6.376406e-03 1.274273e-02 5.945218e-02 9.737723e-02 3.286462e-01 4.634985e-01 6.250081e-01 1.254847e+00 
194 2329 1.726267e+00 1.270337e+00 2.439987e-05 2.439987e-05 2.508508e-04 2.768964e-04 3.053289e-04 3.323121e-04 3.510507e-04 3.993242e-04 4.623128e-04 1.105117e-03 4.602899e-03 6.414277e-03 1.269340e-02 5.932983e-02 9.735249e-02 3.277928e-01 4.618725e-01 6.234760e-01 1.270337e+00 
195 2341 1.642886e+00 1.302590e+00 2.407762e-05 2.407762e-05 2.488271e-04 2.772240e-04 3.044651e-04 3.299205e-04 3.501012e-04 3.984464e-04 4.607233e-04 1.098841e-03 4.568579e-03 6.403189e-03 1.259400e-02 5.920907e-02 9.640011e-02 3.273970e-01 4.601730e-01 6.209342e-01 1.302590e+00 
196 2353 1.542580e+00 1.307662e+00 2.380278e-05 2.380278e-05 2.469065e-04 2.763101e-04 3.036129e-04 3.285545e-04 3.483131e-04 3.997077e-04 4.575985e-04 1.097402e-03 4.552849e-03 6.380066e-03 1.271077e-02 5.895393e-02 9.724712e-02 3.280348e-01 4.595904e-01 6.174765e-01 1.307662e+00 
197 2365 1.478867e+00 1.310262e+00 2.328975e-05 2.328975e-05 2.467992e-04 2.775260e-04 3.026780e-04 3.284855e-04 3.485877e-04 3.995485e-04 4.620422e-04 1.094617e-03 4.469308e-03 6.369638e-03 1.263696e-02 5.916928e-02 9.699733e-02 3.276565e-01 4.602881e-01 6.178335e-01 1.310262e+00 
198 2377 1.439952e+00 1.309350e+00 2.285362e-05 2.285362e-05 2.456443e-04 2.780391e-04 3.015133e-04 3.316447e-04 3.458340e-04 3.977293e-04 4.637820e-04 1.103073e-03 4.452370e-03 6.348014e-03 1.256937e-02 5.825980e-02 9.787335e-02 3.261920e-01 4.592052e-01 6.113964e-01 1.309350e+00 
199 2389 1.381438e+00 1.317167e+00 2.250271e-05 2.250271e-05 2.425851e-04 2.778743e-04 2.988674e-04 3.331841e-04 3.462318e-04 3.952764e-04 4.591405e-04 1.110109e-03 4.379585e-03 6.495176e-03 1.262540e-02 5.819764e-02 9.766291e-02 3.272094e-01 4.575434e-01 6.126539e-01 1.317167e+00 
200 2401 1.306292e+00 1.317814e+00 2.216540e-05 2.216540e-05 2.423279e-04 2.768538e-04 2.992439e-04 3.332599e-04 3.443846e-04 3.952580e-04 4.577479e-04 1.104136e-03 4.298087e-03 6.505315e-03 1.261465e-02 5.855797e-02 9.609739e-02 3.268006e-01 4.493334e-01 6.117375e-01 1.317814e+00 
201 2413 1.256868e+00 1.318753e+00 2.186297e-05 2.186297e-05 2.415685e-04 2.785738e-04 2.982039e-04 3.299644e-04 3.443102e-04 3.952304e-04 4.580513e-04 1.095239e-03 4.294299e-03 6.481636e-03 1.259607e-02 5.807839e-02 9.584944e-02 3.259367e-01 4.502749e-01 6.130174e-01 1.318753e+00 
202 2425 1.200665e+00 1.310279e+00 2.162814e-05 2.162814e-05 2.388144e-04 2.781246e-04 2.964805e-04 3.281285e-04 3.410071e-04 3.937209e-04 4.556257e-04 1.099480e-03 4.236645e-03 6.428646e-03 1.268379e-02 5.775687e-02 9.545345e-02 3.252681e-01 4.477130e-01 6.135039e-01 1.310279e+00 
203 2437 1.169792e+00 1.313697e+00 2.120349e-05 2.120349e-05 2.384134e-04 2.786411e-04 2.996498e-04 3.272530e-04 3.411171e-04 3.912481e-04 4.543930e-04 1.107291e-03 4.216345e-03 6.476761e-03 1.276543e-02 5.737536e-02 9.566922e-02 3.258919e-01 4.459251e-01 6.070512e-01 1.313697e+00 
204 2449 1.122773e+00 1.303760e+00 2.077965e-05 2.077965e-05 2.376123e-04 2.782003e-04 2.974677e-04 3.241638e-04 3.380121e-04 3.917597e-04 4.498365e-04 1.097230e-03 4.230666e-03 6.475582e-03 1.272178e-02 5.708176e-02 9.567762e-02 3.244627e-01 4.478542e-01 6.018424e-01 1.303760e+00 
205 2461 1.050932e+00 1.303719e+00 2.059675e-05 2.059675e-05 2.345191e-04 2.773884e-04 2.979574e-04 3.228669e-04 3.394155e-04 3.898238e-04 4.466792e-04 1.087166e-03 4.185110e-03 6.439533e-03 1.268180e-02 5.688050e-02 9.628480e-02 3.210485e-01 4.478744e-01 5.993505e-01 1.303719e+00 
206 2473 1.006400e+00 1.313391e+00 2.040809e-05 2.040809e-05 2.328269e-04 2.755180e-04 2.994207e-04 3.221040e-04 3.382345e-04 3.882941e-04 4.498658e-04 1.077971e-03 4.151346e-03 6.446594e-03 1.268676e-02 5.671607e-02 9.688085e-02 3.215258e-01 4.526643e-01 5.989951e-01 1.313391e+00 
207 2485 1.040512e+00 1.314727e+00 2.015394e-05 2.015394e-05 2.332598e-04 2.799761e-04 2.989043e-04 3.214076e-04 3.371559e-04 3.875693e-04 4.461568e-04 1.072691e-03 4.068010e-03 6.432702e-03 1.256903e-02 5.721309e-02 9.780245e-02 3.188527e-01 4.664781e-01 5.996339e-01 1.314727e+00 
208 2497 1.070560e+00 1.313987e+00 1.981118e-05 1.981118e-05 2.323173e-04 2.788675e-04 2.955601e-04 3.189231e-04 3.360726e-04 3.966338e-04 4.561124e-04 1.064450e-03 4.011331e-03 6.424517e-03 1.258517e-02 5.699189e-02 9.922969e-02 3.171422e-01 4.726624e-01 5.974988e-01 1.313987e+00 
209 2509 1.042650e+00 1.315387e+00 1.957014e-05 1.957014e-05 2.304795e-04 2.770294e-04 2.927184e-04 3.234656e-04 3.429878e-04 3.953127e-04 4.553640e-04 1.061626e-03 3.977679e-03 6.211008e-03 1.255474e-02 5.712186e-02 9.854815e-02 3.149091e-01 4.787243e-01 6.015530e-01 1.315387e+00 
210 2521 9.805821e-01 1.325149e+00 1.936262e-05 1.936262e-05 2.284252e-04 2.761251e-04 2.900330e-04 3.258309e-04 3.449018e-04 3.940467e-04 4.540808e-04 1.056818e-03 3.917208e-03 6.236344e-03 1.246753e-02 5.706611e-02 9.824322e-02 3.161306e-01 4.842675e-01 6.088680e-01 1.325149e+00 
211 2533 9.554818e-01 1.318559e+00 1.918440e-05 1.918440e-05 2.266532e-04 2.762482e-04 2.917731e-04 3.257883e-04 3.431453e-04 3.938239e-04 4.540641e-04 1.054245e-03 3.915673e-03 6.242292e-03 1.242791e-02 5.612425e-02 9.867043e-02 3.148238e-01 4.934251e-01 6.042130e-01 1.318559e+00 
212 2545 9.184711e-01 1.312561e+00 1.896298e-05 1.896298e-05 2.241378e-04 2.764520e-04 2.902222e-04 3.265691e-04 3.386759e-04 3.959204e-04 4.617503e-04 1.056988e-03 3.891412e-03 6.214099e-03 1.241832e-02 5.527247e-02 9.806693e-02 3.141391e-01 4.923621e-01 6.061043e-01 1.312561e+00 
213 2557 9.084593e-01 1.306472e+00 1.868103e-05 1.868103e-05 2.210823e-04 2.776365e-04 2.897526e-04 3.268392e-04 3.409243e-04 3.984055e-04 4.604613e-04 1.052025e-03 3.868413e-03 6.175751e-03 1.234389e-02 5.523093e-02 9.893370e-02 3.139866e-01 4.917637e-01 6.039872e-01 1.306472e+00 
214 2569 9.401173e-01 1.315732e+00 1.852049e-05 1.852049e-05 2.193033e-04 2.744576e-04 2.974006e-04 3.267754e-04 3.409047e-04 3.973329e-04 4.658362e-04 1.051863e-03 3.840312e-03 6.155165e-03 1.238217e-02 5.510749e-02 9.933995e-02 3.092885e-01 4.905644e-01 6.025032e-01 1.315732e+00 
215 2581 9.063066e-01 1.315502e+00 1.829257e-05 1.829257e-05 2.175892e-04 2.715716e-04 2.971039e-04 3.285037e-04 3.410853e-04 3.987451e-04 4.646162e-04 1.052905e-03 3.786020e-03 6.153133e-03 1.236988e-02 5.536129e-02 9.906207e-02 3.109743e-01 4.885807e-01 6.071398e-01 1.315502e+00 
216 2593 8.465781e-01 1.312824e+00 1.818502e-05 1.818502e-05 2.154313e-04 2.701042e-04 2.960960e-04 3.238530e-04 3.410180e-04 3.986222e-04 4.604418e-04 1.050090e-03 3.778949e-03 6.127512e-03 1.232927e-02 5.530711e-02 9.928467e-02 3.099403e-01 4.858189e-01 6.075747e-01 1.312824e+00 
217 2605 8.135370e-01 1.316289e+00 1.797853e-05 1.797853e-05 2.128347e-04 2.691933e-04 2.947325e-04 3.229872e-04 3.415437e-04 3.985462e-04 4.632889e-04 1.057452e-03 3.785176e-03 6.140242e-03 1.242053e-02 5.603190e-02 9.966405e-02 3.070865e-01 4.826138e-01 6.039450e-01 1.316289e+00 
218 2617 7.639650e-01 1.306131e+00 1.761749e-05 1.761749e-05 2.130206e-04 2.674292e-04 2.961332e-04 3.298948e-04 3.401325e-04 3.959758e-04 4.678676e-04 1.052119e-03 3.785425e-03 6.155725e-03 1.229335e-02 5.609704e-02 9.973200e-02 3.054763e-01 4.836307e-01 6.039997e-01 1.306131e+00 
219 2629 7.542596e-01 1.320623e+00 1.734666e-05 1.734666e-05 2.120086e-04 2.675878e-04 2.974201e-04 3.288836e-04 3.391475e-04 3.958963e-04 4.673662e-04 1.046913e-03 3.814489e-03 6.132006e-03 1.224033e-02 5.636847e-02 9.922592e-02 3.050624e-01 4.819678e-01 6.062165e-01 1.320623e+00 
220 2641 7.195343e-01 1.323059e+00 1.723907e-05 1.723907e-05 2.102688e-04 2.670704e-04 2.977350e-04 3.286043e-04 3.357645e-04 3.939267e-04 4.625124e-04 1.029279e-03 3.787310e-03 6.193242e-03 1.217499e-02 5.695719e-02 9.873612e-02 3.026583e-01 4.771717e-01 6.069975e-01 1.323059e+00 
221 2653 6.931218e-01 1.314847e+00 1.681900e-05 1.681900e-05 2.092919e-04 2.650361e-04 2.968438e-04 3.280958e-04 3.370809e-04 3.955163e-04 4.681580e-04 1.040919e-03 3.765949e-03 6.202538e-03 1.230752e-02 5.650737e-02 9.795149e-02 3.022062e-01 4.758086e-01 6.022301e-01 1.314847e+00 
222 2665 7.081805e-01 1.309967e+00 1.669043e-05 1.669043e-05 2.070896e-04 2.687294e-04 2.987237e-04 3.252917e-04 3.358888e-04 3.936448e-04 4.728838e-04 1.064486e-03 3.751364e-03 6.192857e-03 1.233508e-02 5.629500e-02 9.699321e-02 3.111798e-01 4.747918e-01 5.989009e-01 1.309967e+00 
223 2677 6.949455e-01 1.303741e+00 1.643632e-05 1.643632e-05 2.030133e-04 2.664790e-04 2.986051e-04 3.233104e-04 3.351168e-04 3.899012e-04 4.722297e-04 1.054336e-03 3.712027e-03 6.252897e-03 1.235009e-02 5.608121e-02 9.587899e-02 3.140683e-01 4.714908e-01 5.968359e-01 1.303741e+00 
224 2689 6.681596e-01 1.306455e+00 1.624434e-05 1.624434e-05 2.010951e-04 2.660281e-04 2.962578e-04 3.209592e-04 3.338632e-04 3.907202e-04 4.729789e-04 1.046058e-03 3.676515e-03 6.329810e-03 1.231259e-02 5.594185e-02 9.701950e-02 3.141769e-01 4.716926e-01 5.898963e-01 1.306455e+00 
225 2701 6.380137e-01 1.304958e+00 1.586298e-05 1.586298e-05 2.000070e-04 2.674522e-04 2.954893e-04 3.254014e-04 3.324514e-04 3.943669e-04 4.763099e-04 1.053316e-03 3.659255e-03 6.340454e-03 1.234680e-02 5.577855e-02 9.570666e-02 3.150549e-01 4.744178e-01 5.910272e-01 1.304958e+00 
226 2713 6.150817e-01 1.313777e+00 1.572815e-05 1.572815e-05 1.969031e-04 2.663794e-04 2.943568e-04 3.251772e-04 3.307695e-04 3.944852e-04 4.748782e-04 1.046601e-03 3.617951e-03 6.324959e-03 1.236461e-02 5.522321e-02 9.533561e-02 3.136655e-01 4.720207e-01 5.943950e-01 1.313777e+00 
227 2725 5.977388e-01 1.310052e+00 1.531469e-05 1.531469e-05 1.955589e-04 2.671197e-04 2.929761e-04 3.251317e-04 3.304981e-04 3.947035e-04 4.735206e-04 1.041321e-03 3.605821e-03 6.322832e-03 1.238109e-02 5.560324e-02 9.493845e-02 3.142233e-01 4.667013e-01 5.957090e-01 1.310052e+00 
228 2737 5.556050e-01 1.310440e+00 1.510079e-05 1.510079e-05 1.932650e-04 2.657515e-04 2.900000e-04 3.239870e-04 3.311595e-04 3.943073e-04 4.733772e-04 1.039814e-03 3.593103e-03 6.312108e-03 1.233935e-02 5.539564e-02 9.434601e-02 3.144194e-01 4.650516e-01 5.929279e-01 1.310440e+00 
229 2749 5.228955e-01 1.300709e+00 1.492542e-05 1.492542e-05 1.913412e-04 2.670541e-04 2.897486e-04 3.202783e-04 3.306473e-04 3.927292e-04 4.746505e-04 1.031839e-03 3.572745e-03 6.353813e-03 1.238759e-02 5.543769e-02 9.406395e-02 3.141605e-01 4.622147e-01 5.910210e-01 1.300709e+00 
230 2761 5.004397e-01 1.289322e+00 1.458089e-05 1.458089e-05 1.904837e-04 2.683064e-04 2.906333e-04 3.207288e-04 3.338985e-04 3.911264e-04 4.747922e-04 1.033409e-03 3.569888e-03 6.314438e-03 1.234863e-02 5.499149e-02 9.310001e-02 3.142726e-01 4.646033e-01 5.878714e-01 1.289322e+00 
231 2773 4.890211e-01 1.282460e+00 1.435998e-05 1.435998e-05 1.887853e-04 2.672161e-04 2.930851e-04 3.199208e-04 3.336437e-04 3.896972e-04 4.773920e-04 1.031199e-03 3.547855e-03 6.290797e-03 1.234412e-02 5.470782e-02 9.289223e-02 3.095631e-01 4.652702e-01 5.879489e-01 1.282460e+00 
232 2785 4.817438e-01 1.278714e+00 1.433147e-05 1.433147e-05 1.870356e-04 2.637178e-04 2.944262e-04 3.182497e-04 3.385734e-04 3.833322e-04 4.804648e-04 1.024337e-03 3.518928e-03 6.265170e-03 1.208310e-02 5.403877e-02 9.317268e-02 3.091606e-01 4.645223e-01 5.927456e-01 1.278714e+00 
233 2797 4.658128e-01 1.275939e+00 1.418383e-05 1.418383e-05 1.854431e-04 2.629925e-04 2.943198e-04 3.172572e-04 3.370120e-04 3.820557e-04 4.771603e-04 1.014518e-03 3.505797e-03 6.261592e-03 1.216230e-02 5.391761e-02 9.366557e-02 3.110493e-01 4.629099e-01 5.938582e-01 1.275939e+00 
234 2809 4.647850e-01 1.280326e+00 1.392186e-05 1.392186e-05 1.869598e-04 2.591080e-04 2.939096e-04 3.157993e-04 3.452004e-04 3.815608e-04 4.742522e-04 1.010928e-03 3.491012e-03 6.357660e-03 1.224258e-02 5.396216e-02 9.370723e-02 3.153851e-01 4.588826e-01 5.949316e-01 1.280326e+00 
235 2821 4.610827e-01 1.319104e+00 1.367509e-05 1.367509e-05 1.855439e-04 2.589472e-04 2.924704e-04 3.147862e-04 3.458044e-04 3.792887e-04 4.716365e-04 1.007931e-03 3.465404e-03 6.358213e-03 1.218514e-02 5.453770e-02 9.424076e-02 3.198097e-01 4.571331e-01 6.052633e-01 1.319104e+00 
236 2833 4.535143e-01 1.331996e+00 1.352948e-05 1.352948e-05 1.817340e-04 2.590398e-04 2.915293e-04 3.115090e-04 3.469147e-04 3.781551e-04 4.696080e-04 1.005939e-03 3.481173e-03 6.389851e-03 1.216476e-02 5.436747e-02 9.389119e-02 3.206841e-01 4.539045e-01 5.950919e-01 1.331996e+00 
237 2845 4.495425e-01 1.327296e+00 1.305551e-05 1.305551e-05 1.813750e-04 2.610946e-04 2.908098e-04 3.124694e-04 3.470910e-04 3.772726e-04 4.657111e-04 1.004529e-03 3.473132e-03 6.422880e-03 1.212991e-02 5.366210e-02 9.439258e-02 3.211806e-01 4.555204e-01 6.049936e-01 1.327296e+00 
238 2857 4.424467e-01 1.339983e+00 1.289467e-05 1.289467e-05 1.805801e-04 2.605955e-04 2.903070e-04 3.094669e-04 3.467939e-04 3.742187e-04 4.672040e-04 1.001859e-03 3.450849e-03 6.433987e-03 1.201952e-02 5.384131e-02 9.534754e-02 3.213682e-01 4.579618e-01 6.050492e-01 1.339983e+00 
