%  columns="iteration, evaluation, sigma, max axis length, min axis length, all principal axes lengths (sorted square roots of eigenvalues of C)" (startseed=210461, 2015/05/9 19:27:29.62)
239 2869 4.338128e-01 1.338257e+00 1.279674e-05 1.279674e-05 1.796316e-04 2.596544e-04 2.896849e-04 3.073247e-04 3.496648e-04 3.723272e-04 4.635589e-04 1.010196e-03 3.469506e-03 6.488792e-03 1.199964e-02 5.379826e-02 9.520808e-02 3.178574e-01 4.621904e-01 6.042637e-01 1.338257e+00 
240 2881 4.190555e-01 1.335267e+00 1.261167e-05 1.261167e-05 1.782187e-04 2.611455e-04 2.909098e-04 3.067372e-04 3.510420e-04 3.761560e-04 4.660835e-04 1.018238e-03 3.487532e-03 6.448154e-03 1.193998e-02 5.368943e-02 9.519409e-02 3.112874e-01 4.598472e-01 6.015058e-01 1.335267e+00 
241 2893 4.174676e-01 1.345486e+00 1.246466e-05 1.246466e-05 1.786772e-04 2.576756e-04 2.908249e-04 3.120566e-04 3.525155e-04 3.785837e-04 4.631413e-04 1.025494e-03 3.516362e-03 6.414860e-03 1.194149e-02 5.401587e-02 9.459654e-02 3.108401e-01 4.627438e-01 5.995669e-01 1.345486e+00 
242 2905 3.984988e-01 1.350807e+00 1.227987e-05 1.227987e-05 1.773285e-04 2.595701e-04 2.905512e-04 3.108716e-04 3.547040e-04 3.768544e-04 4.579582e-04 1.022791e-03 3.507560e-03 6.395292e-03 1.188933e-02 5.480720e-02 9.432139e-02 3.094772e-01 4.675962e-01 5.949801e-01 1.350807e+00 
243 2917 3.775329e-01 1.342893e+00 1.212103e-05 1.212103e-05 1.743151e-04 2.579643e-04 2.887773e-04 3.099779e-04 3.579805e-04 3.767617e-04 4.565121e-04 1.023068e-03 3.495118e-03 6.372733e-03 1.175297e-02 5.479152e-02 9.373555e-02 3.064164e-01 4.682655e-01 5.924354e-01 1.342893e+00 
244 2929 3.619328e-01 1.328156e+00 1.191592e-05 1.191592e-05 1.726024e-04 2.582530e-04 2.869698e-04 3.096425e-04 3.591842e-04 3.783903e-04 4.533067e-04 1.019120e-03 3.476846e-03 6.328603e-03 1.184787e-02 5.514023e-02 9.315070e-02 3.075402e-01 4.709212e-01 5.898690e-01 1.328156e+00 
245 2941 3.679289e-01 1.326963e+00 1.183183e-05 1.183183e-05 1.708382e-04 2.578468e-04 2.845226e-04 3.157881e-04 3.603180e-04 3.785881e-04 4.558479e-04 1.020621e-03 3.451552e-03 6.366961e-03 1.191942e-02 5.532695e-02 9.366913e-02 3.064554e-01 4.830146e-01 5.921167e-01 1.326963e+00 
246 2953 3.676779e-01 1.319919e+00 1.152601e-05 1.152601e-05 1.686027e-04 2.566732e-04 2.868324e-04 3.141558e-04 3.584559e-04 3.765121e-04 4.510068e-04 1.036336e-03 3.448455e-03 6.328402e-03 1.183357e-02 5.521151e-02 9.361671e-02 3.044719e-01 4.882238e-01 5.847865e-01 1.319919e+00 
247 2965 3.564848e-01 1.311493e+00 1.131248e-05 1.131248e-05 1.680262e-04 2.564548e-04 2.849992e-04 3.136741e-04 3.551057e-04 3.746809e-04 4.514526e-04 1.048471e-03 3.435729e-03 6.296018e-03 1.182500e-02 5.552904e-02 9.327734e-02 2.993783e-01 4.922369e-01 5.842043e-01 1.311493e+00 
248 2977 3.426927e-01 1.320510e+00 1.108590e-05 1.108590e-05 1.664612e-04 2.577942e-04 2.821991e-04 3.128676e-04 3.547610e-04 3.758729e-04 4.493335e-04 1.058190e-03 3.423726e-03 6.355373e-03 1.186512e-02 5.532538e-02 9.246831e-02 2.982743e-01 4.936100e-01 5.830439e-01 1.320510e+00 
249 2989 3.400659e-01 1.315768e+00 1.097396e-05 1.097396e-05 1.650421e-04 2.580874e-04 2.787030e-04 3.122526e-04 3.547732e-04 3.817132e-04 4.489425e-04 1.057054e-03 3.393382e-03 6.288860e-03 1.192024e-02 5.586612e-02 9.213593e-02 2.976220e-01 4.917779e-01 5.894419e-01 1.315768e+00 
250 3001 3.499622e-01 1.307974e+00 1.087158e-05 1.087158e-05 1.641183e-04 2.567707e-04 2.767309e-04 3.109114e-04 3.545311e-04 3.868889e-04 4.469650e-04 1.067074e-03 3.392390e-03 6.236054e-03 1.196854e-02 5.652809e-02 9.235294e-02 2.948747e-01 4.932839e-01 5.924277e-01 1.307974e+00 
251 3013 3.609590e-01 1.312679e+00 1.071505e-05 1.071505e-05 1.623575e-04 2.560881e-04 2.785272e-04 3.092648e-04 3.547382e-04 3.869336e-04 4.475507e-04 1.070023e-03 3.398675e-03 6.263551e-03 1.195552e-02 5.702005e-02 9.196775e-02 2.938455e-01 5.033209e-01 5.897142e-01 1.312679e+00 
252 3025 3.722535e-01 1.292462e+00 1.064145e-05 1.064145e-05 1.601954e-04 2.542018e-04 2.771197e-04 3.051572e-04 3.570721e-04 3.876052e-04 4.459527e-04 1.063627e-03 3.375982e-03 6.303631e-03 1.191247e-02 5.721469e-02 9.381292e-02 2.944547e-01 5.054853e-01 5.867320e-01 1.292462e+00 
253 3037 3.752433e-01 1.293530e+00 1.046547e-05 1.046547e-05 1.589310e-04 2.540239e-04 2.750399e-04 3.027134e-04 3.539892e-04 3.862646e-04 4.442693e-04 1.062551e-03 3.357481e-03 6.408356e-03 1.192851e-02 5.744624e-02 9.502405e-02 2.933711e-01 5.073398e-01 5.886550e-01 1.293530e+00 
254 3049 3.920194e-01 1.294105e+00 1.036953e-05 1.036953e-05 1.568350e-04 2.566377e-04 2.742435e-04 3.007226e-04 3.544896e-04 3.869775e-04 4.469013e-04 1.055272e-03 3.343627e-03 6.462737e-03 1.209527e-02 5.763782e-02 9.638826e-02 2.923439e-01 5.047481e-01 5.891043e-01 1.294105e+00 
255 3061 4.075127e-01 1.292953e+00 1.010925e-05 1.010925e-05 1.561320e-04 2.529855e-04 2.747301e-04 3.004834e-04 3.516232e-04 3.891092e-04 4.466913e-04 1.051683e-03 3.329385e-03 6.446029e-03 1.213160e-02 5.714896e-02 9.678256e-02 2.927378e-01 5.071692e-01 5.965726e-01 1.292953e+00 
256 3073 4.175504e-01 1.294312e+00 1.003732e-05 1.003732e-05 1.548865e-04 2.515049e-04 2.749204e-04 2.974373e-04 3.481954e-04 3.899054e-04 4.421567e-04 1.045647e-03 3.295519e-03 6.455563e-03 1.212682e-02 5.753295e-02 9.760447e-02 2.917017e-01 5.058580e-01 5.961918e-01 1.294312e+00 
257 3085 4.270801e-01 1.285587e+00 9.940988e-06 9.940988e-06 1.533086e-04 2.523652e-04 2.737717e-04 2.959269e-04 3.481386e-04 3.919620e-04 4.398601e-04 1.040047e-03 3.281601e-03 6.433937e-03 1.204940e-02 5.807356e-02 9.831288e-02 2.921577e-01 5.082728e-01 5.922450e-01 1.285587e+00 
258 3097 4.448674e-01 1.293806e+00 9.823367e-06 9.823367e-06 1.515444e-04 2.516721e-04 2.719662e-04 2.953068e-04 3.548331e-04 3.911845e-04 4.379304e-04 1.028211e-03 3.276707e-03 6.517959e-03 1.193132e-02 5.971958e-02 9.968724e-02 2.894165e-01 5.077922e-01 5.900289e-01 1.293806e+00 
259 3109 4.414895e-01 1.307295e+00 9.724438e-06 9.724438e-06 1.495293e-04 2.511875e-04 2.700259e-04 2.943420e-04 3.543737e-04 3.915480e-04 4.375682e-04 1.015506e-03 3.250731e-03 6.512764e-03 1.199733e-02 5.967199e-02 1.006457e-01 2.869368e-01 5.136505e-01 5.902004e-01 1.307295e+00 
260 3121 4.459828e-01 1.308545e+00 9.379020e-06 9.379020e-06 1.483892e-04 2.496328e-04 2.694685e-04 2.928413e-04 3.512320e-04 3.885791e-04 4.364926e-04 1.019310e-03 3.255793e-03 6.469012e-03 1.203932e-02 6.150823e-02 1.030225e-01 2.842170e-01 5.107942e-01 5.918690e-01 1.308545e+00 
261 3133 4.502488e-01 1.302749e+00 9.108971e-06 9.108971e-06 1.476005e-04 2.509891e-04 2.673260e-04 2.935996e-04 3.530573e-04 3.857871e-04 4.351816e-04 1.013356e-03 3.259284e-03 6.441420e-03 1.224649e-02 6.185513e-02 1.025206e-01 2.857229e-01 5.071361e-01 5.885489e-01 1.302749e+00 
262 3145 4.648532e-01 1.304840e+00 8.942775e-06 8.942775e-06 1.466964e-04 2.534136e-04 2.656126e-04 2.906568e-04 3.524873e-04 3.839405e-04 4.347932e-04 1.006806e-03 3.248157e-03 6.415757e-03 1.241548e-02 6.138597e-02 1.021392e-01 2.871014e-01 5.031465e-01 5.960694e-01 1.304840e+00 
263 3157 4.768862e-01 1.308331e+00 8.852443e-06 8.852443e-06 1.440298e-04 2.548669e-04 2.635581e-04 2.900804e-04 3.511141e-04 3.823264e-04 4.405312e-04 1.003920e-03 3.237081e-03 6.346906e-03 1.248281e-02 6.290793e-02 1.018975e-01 2.858071e-01 5.018351e-01 5.999291e-01 1.308331e+00 
264 3169 4.843404e-01 1.305913e+00 8.801336e-06 8.801336e-06 1.413713e-04 2.546309e-04 2.642703e-04 2.896266e-04 3.487549e-04 3.834115e-04 4.424538e-04 1.011908e-03 3.247087e-03 6.352149e-03 1.249204e-02 6.310715e-02 1.016346e-01 2.846550e-01 4.980088e-01 5.996874e-01 1.305913e+00 
265 3181 4.972241e-01 1.323301e+00 8.630246e-06 8.630246e-06 1.395116e-04 2.524776e-04 2.623695e-04 2.895311e-04 3.458887e-04 3.843482e-04 4.468561e-04 1.008278e-03 3.227841e-03 6.301201e-03 1.251453e-02 6.409082e-02 1.015802e-01 2.865123e-01 4.966840e-01 5.935607e-01 1.323301e+00 
266 3193 4.893747e-01 1.326115e+00 8.515485e-06 8.515485e-06 1.377120e-04 2.507229e-04 2.618265e-04 2.884774e-04 3.464654e-04 3.851080e-04 4.459220e-04 1.004586e-03 3.215525e-03 6.243069e-03 1.244175e-02 6.362131e-02 1.016402e-01 2.849774e-01 5.036205e-01 5.920940e-01 1.326115e+00 
267 3205 4.894322e-01 1.335895e+00 8.395606e-06 8.395606e-06 1.359505e-04 2.497193e-04 2.625287e-04 2.899530e-04 3.463196e-04 3.821560e-04 4.436205e-04 9.989144e-04 3.205948e-03 6.216401e-03 1.241949e-02 6.389672e-02 1.014878e-01 2.841989e-01 5.083375e-01 5.926746e-01 1.335895e+00 
268 3217 5.009481e-01 1.340064e+00 8.291896e-06 8.291896e-06 1.333432e-04 2.494736e-04 2.604028e-04 2.849152e-04 3.440063e-04 3.817712e-04 4.443722e-04 9.908934e-04 3.197446e-03 6.179982e-03 1.241132e-02 6.470341e-02 1.015580e-01 2.828900e-01 5.044581e-01 5.967533e-01 1.340064e+00 
269 3229 4.975963e-01 1.342021e+00 8.188550e-06 8.188550e-06 1.320363e-04 2.487245e-04 2.590571e-04 2.861763e-04 3.438164e-04 3.831598e-04 4.458291e-04 9.870117e-04 3.192956e-03 6.158779e-03 1.232824e-02 6.453610e-02 1.012761e-01 2.838901e-01 5.045863e-01 6.107604e-01 1.342021e+00 
270 3241 4.860755e-01 1.353016e+00 8.078813e-06 8.078813e-06 1.309689e-04 2.487543e-04 2.565782e-04 2.851513e-04 3.449436e-04 3.844906e-04 4.409626e-04 9.876627e-04 3.150022e-03 6.110708e-03 1.225166e-02 6.450598e-02 1.022254e-01 2.817704e-01 5.025709e-01 6.086104e-01 1.353016e+00 
271 3253 4.979280e-01 1.369937e+00 8.032895e-06 8.032895e-06 1.295635e-04 2.476601e-04 2.558143e-04 2.820827e-04 3.413628e-04 3.838766e-04 4.399148e-04 9.765533e-04 3.060776e-03 6.132526e-03 1.218844e-02 6.515593e-02 1.028766e-01 2.847057e-01 5.074856e-01 6.170040e-01 1.369937e+00 
272 3265 4.806353e-01 1.364474e+00 7.886470e-06 7.886470e-06 1.284640e-04 2.469096e-04 2.557071e-04 2.808661e-04 3.451436e-04 3.835201e-04 4.385604e-04 9.755581e-04 3.051507e-03 6.098273e-03 1.224278e-02 6.460888e-02 1.019300e-01 2.850538e-01 5.082524e-01 6.184926e-01 1.364474e+00 
273 3277 4.946275e-01 1.387104e+00 7.805268e-06 7.805268e-06 1.271954e-04 2.461391e-04 2.540958e-04 2.826791e-04 3.480799e-04 3.817599e-04 4.370724e-04 9.753307e-04 3.047819e-03 6.125900e-03 1.228225e-02 6.461272e-02 1.014995e-01 2.874375e-01 5.112709e-01 6.268354e-01 1.387104e+00 
274 3289 4.943060e-01 1.388180e+00 7.704944e-06 7.704944e-06 1.266239e-04 2.450975e-04 2.504230e-04 2.848714e-04 3.567974e-04 3.841023e-04 4.378130e-04 9.849976e-04 2.993634e-03 6.076172e-03 1.219951e-02 6.438510e-02 1.009410e-01 2.892592e-01 5.124315e-01 6.291927e-01 1.388180e+00 
275 3301 4.735688e-01 1.384569e+00 7.598668e-06 7.598668e-06 1.252176e-04 2.430399e-04 2.487200e-04 2.845349e-04 3.562906e-04 3.818030e-04 4.348476e-04 9.825777e-04 2.993189e-03 6.053011e-03 1.225691e-02 6.415806e-02 1.006570e-01 2.876280e-01 5.157851e-01 6.238394e-01 1.384569e+00 
276 3313 4.626011e-01 1.392344e+00 7.540143e-06 7.540143e-06 1.237699e-04 2.432486e-04 2.484193e-04 2.833647e-04 3.555222e-04 3.810665e-04 4.325904e-04 9.923707e-04 2.986410e-03 6.075211e-03 1.226791e-02 6.405404e-02 1.029449e-01 2.886255e-01 5.157328e-01 6.244987e-01 1.392344e+00 
277 3325 4.630690e-01 1.393967e+00 7.422260e-06 7.422260e-06 1.231849e-04 2.440352e-04 2.472299e-04 2.827400e-04 3.548193e-04 3.810129e-04 4.298392e-04 1.008207e-03 2.967078e-03 6.086300e-03 1.233557e-02 6.386588e-02 1.033759e-01 2.890054e-01 5.142222e-01 6.221372e-01 1.393967e+00 
278 3337 4.829041e-01 1.400234e+00 7.309625e-06 7.309625e-06 1.220316e-04 2.429773e-04 2.482211e-04 2.797625e-04 3.519068e-04 3.799465e-04 4.340153e-04 1.016186e-03 2.957081e-03 6.035264e-03 1.228963e-02 6.432538e-02 1.027163e-01 2.935288e-01 5.129125e-01 6.266887e-01 1.400234e+00 
279 3349 4.898889e-01 1.403165e+00 7.260008e-06 7.260008e-06 1.202926e-04 2.403618e-04 2.497273e-04 2.797649e-04 3.532057e-04 3.776877e-04 4.377651e-04 1.024165e-03 2.966544e-03 6.033356e-03 1.227734e-02 6.380957e-02 1.039041e-01 2.950042e-01 5.105559e-01 6.365016e-01 1.403165e+00 
280 3361 5.146136e-01 1.410900e+00 7.155365e-06 7.155365e-06 1.186729e-04 2.389691e-04 2.496704e-04 2.806531e-04 3.532885e-04 3.812552e-04 4.409540e-04 1.031593e-03 2.970139e-03 6.016140e-03 1.217608e-02 6.393391e-02 1.049201e-01 2.945811e-01 5.180154e-01 6.492369e-01 1.410900e+00 
281 3373 5.265885e-01 1.400237e+00 7.083369e-06 7.083369e-06 1.148631e-04 2.383511e-04 2.465062e-04 2.795661e-04 3.523582e-04 3.789394e-04 4.395759e-04 1.050498e-03 2.972431e-03 5.964054e-03 1.216580e-02 6.377771e-02 1.040738e-01 2.945767e-01 5.205526e-01 6.543261e-01 1.400237e+00 
282 3385 5.346492e-01 1.385015e+00 6.968484e-06 6.968484e-06 1.129560e-04 2.407540e-04 2.456249e-04 2.787305e-04 3.511859e-04 3.772203e-04 4.330313e-04 1.058143e-03 2.954501e-03 5.934391e-03 1.212700e-02 6.391087e-02 1.030492e-01 2.932649e-01 5.267221e-01 6.569292e-01 1.385015e+00 
283 3397 5.501861e-01 1.379799e+00 6.881072e-06 6.881072e-06 1.127329e-04 2.425230e-04 2.436462e-04 2.779546e-04 3.495413e-04 3.751276e-04 4.319331e-04 1.065747e-03 2.974763e-03 5.999687e-03 1.232926e-02 6.395931e-02 1.029747e-01 2.929119e-01 5.269281e-01 6.669709e-01 1.379799e+00 
284 3409 5.704901e-01 1.368976e+00 6.823147e-06 6.823147e-06 1.101888e-04 2.411752e-04 2.431051e-04 2.817600e-04 3.475112e-04 3.730703e-04 4.337525e-04 1.065402e-03 2.958368e-03 6.015787e-03 1.227508e-02 6.399279e-02 1.026354e-01 2.954399e-01 5.247188e-01 6.751905e-01 1.368976e+00 
285 3421 5.526118e-01 1.358052e+00 6.734874e-06 6.734874e-06 1.091630e-04 2.365999e-04 2.417775e-04 2.807842e-04 3.435564e-04 3.718824e-04 4.328170e-04 1.060782e-03 2.943466e-03 6.026324e-03 1.249785e-02 6.383130e-02 1.021745e-01 2.949190e-01 5.234424e-01 6.765742e-01 1.358052e+00 
286 3433 5.624886e-01 1.351989e+00 6.637990e-06 6.637990e-06 1.080089e-04 2.371328e-04 2.428476e-04 2.818005e-04 3.430375e-04 3.699308e-04 4.347303e-04 1.056517e-03 2.927667e-03 6.070004e-03 1.254342e-02 6.384030e-02 1.035088e-01 2.948798e-01 5.206076e-01 6.842227e-01 1.351989e+00 
287 3445 5.514477e-01 1.347300e+00 6.570725e-06 6.570725e-06 1.063630e-04 2.360222e-04 2.440480e-04 2.869038e-04 3.442579e-04 3.686690e-04 4.326196e-04 1.051484e-03 2.921441e-03 6.045222e-03 1.251500e-02 6.377330e-02 1.034803e-01 2.953084e-01 5.186556e-01 6.718411e-01 1.347300e+00 
288 3457 5.370476e-01 1.370492e+00 6.517712e-06 6.517712e-06 1.051917e-04 2.379272e-04 2.424680e-04 2.871495e-04 3.488557e-04 3.664325e-04 4.311960e-04 1.048328e-03 2.913692e-03 6.053039e-03 1.244503e-02 6.374376e-02 1.031280e-01 2.936350e-01 5.130790e-01 6.741911e-01 1.370492e+00 
289 3469 5.254481e-01 1.361121e+00 6.462742e-06 6.462742e-06 1.053588e-04 2.364988e-04 2.431282e-04 2.886801e-04 3.466322e-04 3.667182e-04 4.305787e-04 1.052058e-03 2.910245e-03 6.031027e-03 1.240590e-02 6.462425e-02 1.028299e-01 2.925447e-01 5.126827e-01 6.752197e-01 1.361121e+00 
290 3481 5.124825e-01 1.349321e+00 6.343282e-06 6.343282e-06 1.050618e-04 2.332914e-04 2.437975e-04 2.869659e-04 3.489293e-04 3.629813e-04 4.284315e-04 1.034867e-03 2.927947e-03 6.115320e-03 1.237620e-02 6.514111e-02 1.023744e-01 2.913306e-01 5.165154e-01 6.810050e-01 1.349321e+00 
291 3493 5.137344e-01 1.343965e+00 6.292317e-06 6.292317e-06 1.045797e-04 2.328809e-04 2.432294e-04 2.884102e-04 3.494702e-04 3.612243e-04 4.265586e-04 1.036991e-03 2.914981e-03 6.075636e-03 1.234390e-02 6.485499e-02 1.034899e-01 2.918146e-01 5.197262e-01 6.929062e-01 1.343965e+00 
292 3505 5.096509e-01 1.330906e+00 6.150554e-06 6.150554e-06 1.036784e-04 2.308527e-04 2.423968e-04 2.895923e-04 3.451265e-04 3.612168e-04 4.292196e-04 1.047227e-03 2.906258e-03 6.059472e-03 1.238160e-02 6.422503e-02 1.042049e-01 2.873880e-01 5.183312e-01 6.945542e-01 1.330906e+00 
293 3517 5.197406e-01 1.305117e+00 6.066379e-06 6.066379e-06 1.030515e-04 2.283403e-04 2.422458e-04 2.891054e-04 3.407479e-04 3.595777e-04 4.273798e-04 1.063357e-03 2.879799e-03 6.003755e-03 1.225588e-02 6.417820e-02 1.037481e-01 2.863077e-01 5.191350e-01 7.034552e-01 1.305117e+00 
294 3529 5.389893e-01 1.302043e+00 6.008543e-06 6.008543e-06 1.020548e-04 2.263624e-04 2.418422e-04 2.950105e-04 3.413712e-04 3.586353e-04 4.262500e-04 1.065435e-03 2.869556e-03 5.971616e-03 1.236453e-02 6.394137e-02 1.033255e-01 2.877149e-01 5.186972e-01 7.079833e-01 1.302043e+00 
295 3541 5.933930e-01 1.301836e+00 5.899155e-06 5.899155e-06 1.023163e-04 2.249336e-04 2.408442e-04 3.007635e-04 3.456734e-04 3.587208e-04 4.203185e-04 1.063327e-03 2.861244e-03 6.075454e-03 1.237495e-02 6.369837e-02 1.036340e-01 2.883510e-01 5.220948e-01 7.100212e-01 1.301836e+00 
296 3553 6.163238e-01 1.292688e+00 5.809774e-06 5.809774e-06 1.017637e-04 2.237129e-04 2.399116e-04 2.991781e-04 3.442141e-04 3.580029e-04 4.180032e-04 1.072138e-03 2.842875e-03 6.033842e-03 1.243649e-02 6.434943e-02 1.058147e-01 2.856051e-01 5.170345e-01 7.094678e-01 1.292688e+00 
297 3565 6.627087e-01 1.294026e+00 5.750158e-06 5.750158e-06 9.994507e-05 2.229645e-04 2.390038e-04 2.976248e-04 3.485329e-04 3.622693e-04 4.143011e-04 1.067133e-03 2.873149e-03 6.023713e-03 1.259820e-02 6.403729e-02 1.052369e-01 2.844741e-01 5.101013e-01 7.177598e-01 1.294026e+00 
298 3577 6.946090e-01 1.274745e+00 5.702013e-06 5.702013e-06 9.925590e-05 2.233319e-04 2.384131e-04 2.955728e-04 3.470564e-04 3.609038e-04 4.175625e-04 1.063660e-03 2.931132e-03 5.990621e-03 1.258512e-02 6.405636e-02 1.044423e-01 2.836003e-01 5.086282e-01 7.181684e-01 1.274745e+00 
299 3589 7.268646e-01 1.262455e+00 5.642538e-06 5.642538e-06 9.870607e-05 2.206940e-04 2.363189e-04 2.951852e-04 3.443673e-04 3.626576e-04 4.201050e-04 1.057310e-03 2.972775e-03 5.965701e-03 1.253311e-02 6.387906e-02 1.037726e-01 2.828966e-01 5.148074e-01 7.171562e-01 1.262455e+00 
300 3601 7.442746e-01 1.257521e+00 5.613284e-06 5.613284e-06 9.767790e-05 2.191989e-04 2.360031e-04 2.955352e-04 3.436938e-04 3.661346e-04 4.153945e-04 1.058860e-03 2.978455e-03 5.993239e-03 1.259837e-02 6.325850e-02 1.031778e-01 2.825690e-01 5.171391e-01 7.185522e-01 1.257521e+00 
301 3613 7.085832e-01 1.263495e+00 5.554259e-06 5.554259e-06 9.611802e-05 2.183451e-04 2.355854e-04 2.976346e-04 3.437911e-04 3.645903e-04 4.146477e-04 1.052261e-03 3.001642e-03 5.967204e-03 1.259858e-02 6.259867e-02 1.030231e-01 2.821767e-01 5.140908e-01 7.235276e-01 1.263495e+00 
302 3625 6.854528e-01 1.271265e+00 5.513260e-06 5.513260e-06 9.448203e-05 2.184460e-04 2.345430e-04 2.973771e-04 3.354695e-04 3.625457e-04 4.108663e-04 1.050235e-03 3.024695e-03 5.989638e-03 1.251405e-02 6.267835e-02 1.040790e-01 2.811129e-01 5.123003e-01 7.228335e-01 1.271265e+00 
303 3637 6.682368e-01 1.268001e+00 5.472574e-06 5.472574e-06 9.365051e-05 2.174824e-04 2.345714e-04 2.988022e-04 3.320033e-04 3.617879e-04 4.093115e-04 1.043523e-03 3.025682e-03 6.073550e-03 1.253062e-02 6.322618e-02 1.034450e-01 2.800618e-01 5.100533e-01 7.200011e-01 1.268001e+00 
304 3649 6.634229e-01 1.263638e+00 5.342774e-06 5.342774e-06 9.327247e-05 2.160937e-04 2.357061e-04 3.023708e-04 3.315748e-04 3.609436e-04 4.080658e-04 1.047765e-03 3.030183e-03 6.136548e-03 1.266573e-02 6.298755e-02 1.030607e-01 2.832845e-01 5.069160e-01 7.283642e-01 1.263638e+00 
305 3661 6.630923e-01 1.264762e+00 5.258918e-06 5.258918e-06 9.325805e-05 2.146135e-04 2.375822e-04 3.018014e-04 3.304810e-04 3.594901e-04 4.078628e-04 1.054895e-03 3.029476e-03 6.066471e-03 1.262812e-02 6.394037e-02 1.030457e-01 2.825910e-01 5.008531e-01 7.316939e-01 1.264762e+00 
306 3673 6.860440e-01 1.269351e+00 5.141167e-06 5.141167e-06 9.247060e-05 2.127683e-04 2.379419e-04 3.026423e-04 3.275417e-04 3.592177e-04 4.079551e-04 1.067509e-03 3.019834e-03 6.028129e-03 1.258787e-02 6.466622e-02 1.039946e-01 2.815653e-01 4.978202e-01 7.297470e-01 1.269351e+00 
307 3685 7.052493e-01 1.268733e+00 5.031987e-06 5.031987e-06 9.134188e-05 2.132007e-04 2.380117e-04 3.007673e-04 3.310797e-04 3.579835e-04 4.089649e-04 1.070993e-03 2.994767e-03 5.976242e-03 1.241962e-02 6.439332e-02 1.042057e-01 2.878416e-01 4.962290e-01 7.343201e-01 1.268733e+00 
308 3697 7.044939e-01 1.259493e+00 4.981543e-06 4.981543e-06 9.065500e-05 2.125480e-04 2.341836e-04 3.000915e-04 3.311499e-04 3.573817e-04 4.070342e-04 1.074096e-03 2.985852e-03 5.951812e-03 1.245776e-02 6.410672e-02 1.036982e-01 2.891136e-01 4.942802e-01 7.318300e-01 1.259493e+00 
309 3709 7.053349e-01 1.252485e+00 4.956018e-06 4.956018e-06 8.866816e-05 2.119765e-04 2.339511e-04 3.017673e-04 3.304256e-04 3.585536e-04 4.079068e-04 1.065163e-03 2.995396e-03 6.064319e-03 1.232393e-02 6.405269e-02 1.049045e-01 2.879020e-01 4.890892e-01 7.301700e-01 1.252485e+00 
310 3721 6.863722e-01 1.246489e+00 4.897247e-06 4.897247e-06 8.743588e-05 2.119979e-04 2.329340e-04 3.005331e-04 3.312348e-04 3.560519e-04 4.040561e-04 1.073506e-03 2.964672e-03 6.042227e-03 1.225994e-02 6.538470e-02 1.043547e-01 2.876032e-01 4.864594e-01 7.361238e-01 1.246489e+00 
311 3733 6.501588e-01 1.236505e+00 4.852109e-06 4.852109e-06 8.684467e-05 2.123811e-04 2.316006e-04 2.985792e-04 3.310198e-04 3.558639e-04 4.050682e-04 1.071713e-03 2.935320e-03 6.033322e-03 1.229282e-02 6.549102e-02 1.042677e-01 2.859293e-01 4.839661e-01 7.382876e-01 1.236505e+00 
312 3745 6.108878e-01 1.233361e+00 4.773406e-06 4.773406e-06 8.607161e-05 2.115130e-04 2.310520e-04 2.997632e-04 3.294222e-04 3.559199e-04 4.057230e-04 1.068025e-03 2.939339e-03 6.013138e-03 1.225473e-02 6.558337e-02 1.048905e-01 2.851957e-01 4.807962e-01 7.418326e-01 1.233361e+00 
313 3757 6.212248e-01 1.237377e+00 4.724282e-06 4.724282e-06 8.497716e-05 2.101897e-04 2.294846e-04 3.046130e-04 3.313318e-04 3.541197e-04 4.059127e-04 1.059083e-03 2.969191e-03 6.046841e-03 1.224105e-02 6.545010e-02 1.037579e-01 2.860333e-01 4.789330e-01 7.511090e-01 1.237377e+00 
314 3769 6.382362e-01 1.244191e+00 4.649289e-06 4.649289e-06 8.389094e-05 2.095511e-04 2.297854e-04 3.086857e-04 3.305605e-04 3.508631e-04 4.056210e-04 1.069557e-03 2.968407e-03 6.104284e-03 1.230438e-02 6.574674e-02 1.031687e-01 2.880072e-01 4.846022e-01 7.538451e-01 1.244191e+00 
315 3781 6.376104e-01 1.271673e+00 4.597121e-06 4.597121e-06 8.219438e-05 2.085494e-04 2.304193e-04 3.080898e-04 3.305978e-04 3.503482e-04 4.067899e-04 1.077272e-03 2.954280e-03 6.076296e-03 1.216563e-02 6.580782e-02 1.031163e-01 2.853100e-01 4.840708e-01 7.567057e-01 1.271673e+00 
316 3793 6.303093e-01 1.275962e+00 4.513740e-06 4.513740e-06 8.051776e-05 2.068537e-04 2.322067e-04 3.074945e-04 3.276872e-04 3.497857e-04 4.086402e-04 1.077490e-03 2.951523e-03 6.087609e-03 1.256103e-02 6.573696e-02 1.025743e-01 2.845811e-01 4.829322e-01 7.663217e-01 1.275962e+00 
317 3805 6.332295e-01 1.267420e+00 4.464421e-06 4.464421e-06 7.913549e-05 2.046776e-04 2.311057e-04 3.064622e-04 3.313809e-04 3.485057e-04 4.067196e-04 1.070921e-03 2.928281e-03 6.073075e-03 1.260453e-02 6.580422e-02 1.021828e-01 2.828682e-01 4.799612e-01 7.726228e-01 1.267420e+00 
318 3817 6.026468e-01 1.261919e+00 4.399360e-06 4.399360e-06 7.778514e-05 2.030391e-04 2.325755e-04 3.049654e-04 3.280740e-04 3.447750e-04 4.036960e-04 1.080404e-03 2.934057e-03 6.043888e-03 1.262451e-02 6.529135e-02 1.027117e-01 2.816279e-01 4.850459e-01 7.768539e-01 1.261919e+00 
